Name;Category;Price;NetPrice;DeliveryTime;DeliveryCost;Description;Url
Tok Samsung SM-A800 Galaxy A8 oldalra nyíló flipes tok - Nillkin Sparkle - fehér;Tokok és táskák > Nillkin > Nillkin Sparkle > Samsung;45142;35545;6;990;A Sparkle tokok válogatott bőrből és környezetbarát műanyagból készültek. A vékony kagylóforma kialakítás és a finom anyagok kiváló látványt nyújtanak. A puha légáteresztő belső rész megvédi a kijelzőt. A hátoldal magas minőségű műanyagból készült ékszerek ihlette színekkel, lenyűgüző látványt nyújtva. Az egységes fedél és hátlap rendkívül tartós, ütésálló és egyszerűen gyönyörű.;http://tesztbolt.hu/HF-NL102231/Samsung-SM-A800-Galaxy-A8-oldalra-nyilo-flipes-tok
Tok Sony Xperia Z5 (E6653) hátlap - Made for Xperia Muvit miniGel - red;Telefon hátlapok > Sony;13896;10942;6;990;;http://tesztbolt.hu/HF-I-SESKI0071/Sony-Xperia-Z5-E6653-hatlap-Made-for-Xperia-Muvit
Tok Apple iPhone 6/6S hátlap - Comma Brightness Update Version - passion red;iPhone 3/4/5/6/7 tartozékok > Telefon hátlapok > iPhone 6/6S;20025;15768;6;990;;http://tesztbolt.hu/HF-ST975272/Apple-iPhone-6-6S-hatlap-Comma-Brightness-Update-V
Tok Nokia Lumia 820 szilikon hátlap - S-Line - fehér;Telefon hátlapok > S-Line > Nokia;6639;5228;6;990;;http://tesztbolt.hu/HF-PT-727/Nokia-Lumia-820-szilikon-hatlap-S-Line-feher
USB - USB Type-C adat- és töltőkábel 1 m-es vezetékkel - fehér;Adatátvitel/Audio > USB Adatkábelek > USB Type-C;31377;24706;6;990;A kábel hossza 1 m.;http://tesztbolt.hu/HF-HD-CA108WT/USB-USB-Type-C-adat-es-toltokabel-1-m-es-vezetekke
Tok Apple iPhone 6 flipes tok - Kalaideng Sun Series View Cover - pink;Tokok és táskák > Kalaideng tokok > Apple;41024;32302;6;990;;http://tesztbolt.hu/HF-KD-0373/Apple-iPhone-6-flipes-tok-Kalaideng-Sun-Series-Vie
Apple iPhone Lightning Universal Dock - univerzális asztali töltő + audio be/kimenet - ML8J2ZM/A - silver;Töltők > Asztali töltők > Apple;21917;17257;6;990;A négyféle fémes bevonattal kapható iPhone Lightning dokkoló az iPhone tökéletes kiegészítője. Ezüstszínű, asztroszürke, aranyszínű és rozéarany változatban választható. Lightning csatlakozós iPhone készülékek töltésére és szinkronizálására használható. A töltés és a szinkronizálás alatt az iPhone álló helyzetben van a dokkolóban, amely így íróasztalra és más munkafelületekre is ideális választás. Az iPhone az Apple tokjaiba bújtatva is egyszerűen dokkolható, és akkor sem kell kivenned a dokkolóból, ha fel akarod oldani a zárolását, vagy a Touch ID-t szeretnéd használni. Néhány javaslat az iPhone Lightning dokkoló használatához: Csatlakoztasd a dokkolót a számítógéphez az iPhone USB-kábelével, és nemcsak szinkronizálhatod iPhone készülékedet, hanem az akkumulátorát is feltöltheted. Az akkumulátor feltöltéséhez csatlakoztasd a dokkolót egy elektromos aljzathoz az iPhone-hoz kapott Apple USB hálózati adapterrel. Helyezd a dokkolóba az iPhone-t, és máris tiszta hangzású kihangosított hívásokat folytathatsz. Fejhallgatódat a dokkolóhoz csatlakoztatva töltés és szinkronizálás közben is tudsz zenét hallgatni. Ha a dokkolót aktív hangszórókhoz vagy hifiberendezéshez csatlakoztatod egy külön beszerezhető 3,5 mm-es kábellel, akkor zenét és podcastokat hallgathatsz az iPhone-ról. A doboz tartalma iPhone Lightning dokkoló;http://tesztbolt.hu/HF-APL-0206/Apple-iPhone-Lightning-Universal-Dock-univerzalis
Tok Nokia Lumia 530 szilikon hátlap - S-Line - fekete;Telefon hátlapok > S-Line > Nokia;10299;8109;6;990;;http://tesztbolt.hu/HF-PT-1903/Nokia-Lumia-530-szilikon-hatlap-S-Line-fekete
Tok Slim Flip bőrtok - Samsung i9260 Galaxy Premier - fekete;Tokok és táskák > Slim Flip > Samsung;16422;12931;6;990;;http://tesztbolt.hu/HF-PT-888/Slim-Flip-bortok-Samsung-i9260-Galaxy-Premier-feke
Tok Apple iPhone 6/6S hátlap - Devia Fruit - juice peach;Telefon hátlapok > Devia > iPhone 6/6S;29479;23212;6;990;;http://tesztbolt.hu/HF-ST971236/Apple-iPhone-6-6S-hatlap-Devia-Fruit-juice-peach
Lightning - 3, 5 mm jack audio kábel 1 m-es vezetékkel - Devia Gracious Premium Nylon AUX Cable - grey;Tablet tartozékok > Audio tartozékok;47628;37502;6;990;;http://tesztbolt.hu/HF-ST997540/Lightning-35-mm-jack-audio-kabel-1-m-es-vezetekkel
Sony Xperia gyári sztereó felvevős J. B. szett - 3, 5 mm jack - MH750 white (csomagolás nélküli);Gyári tartozékok > Fülhallgató-mikrofon szettek > Vezetékes > Sony;30329;23881;6;990;;http://tesztbolt.hu/HF-SER-0340/Sony-Xperia-gyari-sztereo-felvevos-J-B-szett-35-mm
LG Q6 M700A üveg képernyővédő fólia - Tempered Glass - 1 db/csomag;Képernyővédő fóliák és üvegek > LG;10635;8374;6;990;A teljesen átlátszó edzett védőüveg a legmagasabb szintű karcolás elleni védelemmel rendelkezik (9H). HASZNOS INFORMÁCIÓK ÜVEGFÓLIA FELHELYEZÉSÉHEZ - Felhelyezés előtt használjuk a nedves törlőkendőt, zsírtalanítsuk vele a felületet, eltávolítva minden szennyeződést, ügyelve arra, hogy por vagy szösz ne kerüljön a kijelzőre. - Ezt követően töröljük szárazra a kijelzőt, ügyelve arra hogy por vagy szösz, újjlenyomat ne kerüljön rá. - Óvatosan húzzuk le róla az 1-es számmal jelölt fóliaréteget, ezt ki is dobhatjuk. A továbbiakban nem lesz rá szükségünk. - Fogjuk meg az üveget mindkét kezünkkel a négy sarkánál és felülről pontosan illesszük a készülékre. - Véletlen se fogjuk meg ezt a &quot, tapadós&quot, felületet, figyeljünk arra hogy a hangszóró vagy gombok kivágása a megfelelő helyre essen, illetve az oldalaknál párhuzamosan fussanak. - Óvatosan engedjük rá a készülékre. - Ha pontosan sikerült ráilleszteni, akkor nyomjuk meg az üveget enyhén, egy újjal a középen felülről, amely középről indulva szétterül és rátapad a kijelzőre. - Az esetleges légbuborékok ( feltéve ha nem porszem vagy szösz van alatta ) 1-2 napon belül felszívódnak. Figyelem! Erre a termékre semmilyen felrakási hibából eredő reklamációt nem fogadunk el!;http://tesztbolt.hu/HF-PT-4079/LG-Q6-M700A-uveg-kepernyovedo-folia-Tempered-Glass
Tok Samsung A510F Galaxy A5 (2016) szilikon hátlap - Nillkin Nature - transparent;Telefon hátlapok > Samsung;13117;10328;6;990;A Nillkin megalkotta ezt a vékony áttetsző a készülék egyediségét megtartó szilikon tokot. Természetes környezetbarát anyagokból készült. Teljesen körülöleli a készüléket mégis egyszerű hozzáférést biztosít a kezelőgombokhoz. Az oldalán lévő matt felületek csúszásgátló hatásúak, így nem kell aggódnia a leejtéstől.;http://tesztbolt.hu/HF-NL112896/Samsung-A510F-Galaxy-A5-2016-szilikon-hatlap-Nillk
Tok LG K10 K420N szilikon hátlap - Jelly Flash - bordó;Telefon hátlapok > Jelly > Jelly Flash > LG;11266;8871;6;990;;http://tesztbolt.hu/HF-PT-2984/LG-K10-K420N-szilikon-hatlap-Jelly-Flash-bordo
Tok Samsung i8260 Galaxy Core flipes tok képernyővédő fóliával - Muvit Slim - black;Tokok és táskák > Muvit;14992;11805;6;990;;http://tesztbolt.hu/HF-I-MUSLI0326/Samsung-i8260-Galaxy-Core-flipes-tok-kepernyovedo
Tok Apple iPhone 6/6S szilikon hátlap - Nillkin Nature - transparent;Telefon hátlapok > Nillkin > Nillkin Nature > Apple;32090;25268;6;990;A Nillkin megalkotta ezt a vékony áttetsző a készülék egyediségét megtartó szilikon tokot. Természetes környezetbarát anyagokból készült. Teljesen körülöleli a készüléket mégis egyszerű hozzáférést biztosít a kezelőgombokhoz. Az oldalán lévő matt felületek csúszásgátló hatásúak, így nem kell aggódnia a leejtéstől.;http://tesztbolt.hu/HF-NL290698/Apple-iPhone-6-6S-szilikon-hatlap-Nillkin-Nature-t
Tok HTC One M8 flipes tok - Kalaideng Enland Series - white;Tokok és táskák > Kalaideng tokok > HTC;31601;24883;6;990;;http://tesztbolt.hu/HF-KD-0252/HTC-One-M8-flipes-tok-Kalaideng-Enland-Series-whit
Tok Apple iPad Air 2/iPad Pro 9.7 védőtok (Smart Case) on/off funkcióval - Devia Light Grace - gold;Tokok és táskák > Devia;17237;13572;6;990;;http://tesztbolt.hu/HF-ST995942/Apple-iPad-Air-2-iPad-Pro-9-7-vedotok-Smart-Case-o
LG KG800/KG320/KU970/L600V szivargyújtó gyorstöltő - 5V/0, 55A - PRÉMIUM;Töltők > Szivargyújtós töltők > LG;47842;37671;6;990;IC-vezérelt gyorstöltő 12-24V kábelhossz: 50-150cm TüV/GS, CE, E13 és RoHs minősítés;http://tesztbolt.hu/HF-874-202/LG-KG800-KG320-KU970-L600V-szivargyujto-gyorstolto
Samsung M600/J600 gyári akkumulátor - Li-Ion 880 mAh - AB533640BU (bontott/bevizsgált);Gyári tartozékok > Akkumulátorok > Samsung;31997;25194;6;990;Az akkumulátor egy hónapon belül visszavett telefonból lett kibontva. Kapacitása tesztelve van, így az minden esetben megegyezik az új akkumulátoréval, de ára jóval kedvezőbb. Csomagolása nylon tasak.;http://tesztbolt.hu/HF-SAM-0771/Samsung-M600-J600-gyari-akkumulator-Li-Ion-880-mAh
Tok Samsung A820F/DS Galaxy A8 (2016) oldalra nyíló flipes tok - Nillkin Sparkle - gold;Tokok és táskák > Nillkin > Nillkin Sparkle > Samsung;19129;15062;6;990;A Sparkle tokok válogatott bőrből és környezetbarát műanyagból készültek. A vékony kagylóforma kialakítás és a finom anyagok kiváló látványt nyújtanak. A puha légáteresztő belső rész megvédi a kijelzőt. A hátoldal magas minőségű műanyagból készült ékszerek ihlette színekkel, lenyűgüző látványt nyújtva. Az egységes fedél és hátlap rendkívül tartós, ütésálló és egyszerűen gyönyörű.;http://tesztbolt.hu/HF-NL133051/Samsung-A820F-DS-Galaxy-A8-2016-oldalra-nyilo-flip
Tok Slim Flexi Flip bőrtok - Lenovo Moto Z Play - fekete;Tokok és táskák > Slim Flexi Flip > Lenovo/Moto;38807;30557;6;990;;http://tesztbolt.hu/HF-PT-3769/Slim-Flexi-Flip-bortok-Lenovo-Moto-Z-Play-fekete
Tok Slim Flexi Flip bőrtok - Samsung i8260 Galaxy Core - fekete;Tokok és táskák > Slim Flexi Flip > Samsung;11166;8792;6;990;;http://tesztbolt.hu/HF-PT-1675/Slim-Flexi-Flip-bortok-Samsung-i8260-Galaxy-Core-f
Tok Apple iPhone 6 hátlap - Gecko Vision - white/clear;Telefon hátlapok > Gecko;34158;26896;6;990;;http://tesztbolt.hu/HF-GG800343/Apple-iPhone-6-hatlap-Gecko-Vision-white-clear
Tok Samsung i9300 Galaxy S III hátlap - Case-Mate Glam - emerald;Telefon hátlapok > Samsung;38557;30360;6;990;;http://tesztbolt.hu/HF-CM021206/Samsung-i9300-Galaxy-S-III-hatlap-Case-Mate-Glam-e
Microsoft Lumia 640 gyári akkumulátor - Li-Ion 2500 mAh - BV-T5C (bontott/bevizsgált);Gyári tartozékok > Akkumulátorok > Microsoft;36628;28841;6;990;Az akkumulátor egy hónapon belül visszavett telefonból lett kibontva. Kapacitása tesztelve van, így az minden esetben megegyezik az új akkumulátoréval, de ára jóval kedvezőbb. Csomagolása nylon tasak.;http://tesztbolt.hu/HF-NOK-0770/Microsoft-Lumia-640-gyari-akkumulator-Li-Ion-2500
Apple iPhone 5/5S/5C/SE/iPad 4/iPad Mini USB töltő- és adatkábel - 1 m-es vezetékkel (Apple MFI engedélyes) - Nillkin Rapid Lightning - kék;Tablet tartozékok > Adatátvitel > Apple;35437;27903;6;990;Minőségi, Apple engedélyes adat- és töltőkábel. Az eredeti Apple csatlakozó garantálja a maximális 2,1A töltő áramot. hossza: 1 méter max. átvitel: 2,1A;http://tesztbolt.hu/HF-NL116245/Apple-iPhone-5-5S-5C-SE-iPad-4-iPad-Mini-USB-tolto
Tok Samsung G950F Galaxy S8 oldalra nyíló flipes tok - Nillkin Qin - piros;Tokok és táskák > Nillkin > Nillkin Qin > Samsung;42869;33755;6;990;Nillkin Qin bőrtok természetes textúrájú, kiváló tapintású bőrből készült flipes tok elegáns stílusban. A lágy finom bélés csúszásgátló anyagának köszönhetően nem csak védi készülékét a szennyeződésektől, hanem ötvözi a divatot a hasznossággal. A klasszikus felhajtható bőr fedél 360 fokos védelmet biztosít mobiltelefonjának. A fedél belső oldalán található nyílásban kényelmesen tárolhatja kártyáját. A fedlapon található nikkelből készült logó még elegánsabbá, stílusosabbá teszi a tokot. - Felhelyezése nagyon egyszerű és gyors - Megvédi készüléke kijelzőjét a karcolásoktól is;http://tesztbolt.hu/HF-NL138421/Samsung-G950F-Galaxy-S8-oldalra-nyilo-flipes-tok-N
Tok Pierre Cardin Classic vízszintes, csatos-fűzős, különleges minőségű tok mobiltelefonhoz - TS3 méret;Tokok és táskák > Pierre Cardin tokok > Classic;34176;26910;6;990;fekete bőrtok rejtett mágneses zárral;http://tesztbolt.hu/HF-4162-3TS3/Pierre-Cardin-Classic-vizszintes-csatos-fuzos-kulo
Tok Sony Xperia Z2 (D6503) flipes tok - Kalaideng Swift Series - pink;Tokok és táskák > Kalaideng tokok > Sony;44488;35030;6;990;;http://tesztbolt.hu/HF-KD-0132/Sony-Xperia-Z2-D6503-flipes-tok-Kalaideng-Swift-Se
Tok Apple iPhone 7 szilikon hátlap - Devia Egg Shell - pink;Telefon hátlapok > Apple;29993;23617;6;990;;http://tesztbolt.hu/HF-ST995836/Apple-iPhone-7-szilikon-hatlap-Devia-Egg-Shell-pin
Tok Samsung G955F Galaxy S8 Plus védőtok - OtterBox Symmetry - crystal clear;Telefon hátlapok > Ütésálló hátlapok > Samsung;42965;33831;6;990;;http://tesztbolt.hu/HF-OT77-54666/Samsung-G955F-Galaxy-S8-Plus-vedotok-OtterBox-Symm
Tok Sony Xperia Z3 (D6603) flipes tok - Made for Xperia Muvit Wallet Folio - pink;Tokok és táskák > Made for Xperia Muvit;24612;19380;6;990;;http://tesztbolt.hu/HF-I-SEWAL0007/Sony-Xperia-Z3-D6603-flipes-tok-Made-for-Xperia-Mu
Xiaomi Mi 4c képernyővédő fólia - 2 db/csomag (Crystal/Antireflex HD);Képernyővédő fóliák és üvegek > Xiaomi;25747;20273;6;990;Crystal - átlátszó védőfólia: kontrasztos és hatékonyan véd a karcolások ellen AntiReflex HD - enyhén matt védőfólia: csökkenti a tükröződést és az ujjlenyomatokat 2 db fólia a csomagban nagy felbontású kijelzőkhöz is ajánlott (Retina, HD) Tökéletes illeszkedés a képernyő alakjához (lézer technológiával vágott) A felhelyezéssel a színek megjelenítése és a felbontás nem változik Maradvány nélkül eltávolítható Az EasyApp KIT segítségével egyszerű a fólia felhelyezése Nem befolyásolja az érintőképernyő érzékenységét és olvashatóságot Tartós és vékony - 3H keménységű Véd a karcolásoktól és a szennyeződésektől Antibakteriális bevonattal rendelkezik (colon bacillus és staphylococcus) A felhelyezés előtt gondosan zsírtalanítsa a felületet Csomag tartalma: védőfólia típusra szabott: 1x Crystal, 1x AntiReflex HD (tökéletesen az adott képernyő alakjára szabott) törlőkendő, EasyApp KIT a könnyű felhelyezéshez, segédeszköz a felsimításhoz, lehúzók (ragasztócsíkok a leválasztandó réteg megfogásához), használati utasítás;http://tesztbolt.hu/HF-LA-939/Xiaomi-Mi-4c-kepernyovedo-folia-2-db-csomag-Crysta
Tok Asus ZenFone 3 Deluxe (ZS570KL) oldalra nyíló flipes tok - Nillkin Qin - fehér;Telefon hátlapok > Nillkin > Nillkin Qin > Asus;5538;4361;6;990;Nillkin Qin bőrtok természetes textúrájú, kiváló tapintású bőrből készült flipes tok elegáns stílusban. A lágy finom bélés csúszásgátló anyagának köszönhetően nem csak védi készülékét a szennyeződésektől, hanem ötvözi a divatot a hasznossággal. A klasszikus felhajtható bőr fedél 360 fokos védelmet biztosít mobiltelefonjának. A fedél belső oldalán található nyílásban kényelmesen tárolhatja kártyáját. A fedlapon található nikkelből készült logó még elegánsabbá, stílusosabbá teszi a tokot. - Felhelyezése nagyon egyszerű és gyors - Megvédi készüléke kijelzőjét a karcolásoktól is;http://tesztbolt.hu/HF-NL134942/Asus-ZenFone-3-Deluxe-ZS570KL-oldalra-nyilo-flipes
Tok Samsung G935F Galaxy S7 Edge hátlap képernyővédő fóliával - Nillkin Frosted Shield - golden;Telefon hátlapok > Samsung;37183;29278;6;990;NILLKIN Super Frosted hátlap képernyővédő fóliával: A Nillkin Super Frosted elegáns megjelenésű hátlapok hatékony védelmet nyújtanak a mobiltelefonnak, aktív használat mellett is. A védelem kiegészítéseként Nillkin Super Clear képernyővédő fóliát is tartalmaz a csomagolás. A hátlap ultrakönnyű és precízen a telefon hátlapjára illeszkedik, így a készülék méretét és súlyát alig változtatja meg, de mindemellett a speciális ütéselnyelő anyagnak köszönhetően stabil védelmet is biztosít. A kényelmes, ujjlenyomat- és csúszásmentes tapintás érdekében speciális Nillkin UV festési technológiával készült. Minden gyárilag kialakított nyíláshoz (töltő, hangszóró stb. ) tökéletesen illeszkedik. Főbb jellemzők: - csúszásállóság - vékony kialakítás - ultra könnyű - precíz és stabil illeszkedés a telefonhoz - hatékony védelem - ujjlenyomat mentesség;http://tesztbolt.hu/HF-NL115774/Samsung-G935F-Galaxy-S7-Edge-hatlap-kepernyovedo-f
Tok Samsung i9500 Galaxy S4 flipes hátlap - EF-FI950BEGWW utángyártott - dark blue;Tokok és táskák > S-View Flip Cover tokok > Samsung;45925;36161;6;990;;http://tesztbolt.hu/HF-DZ-366/Samsung-i9500-Galaxy-S4-flipes-hatlap-EF-FI950BEGW
Samsung SM-G850 Galaxy Alpha képernyővédő fólia - 2 db/csomag (Crystal/Antireflex HD);Képernyővédő fóliák és üvegek > Samsung;33531;26402;6;990;tökéletesen illeszkedik az adott képernyő alakjához védi a képernyőt a szennyeződésektől és a karcolásoktól felújítja a karcos képernyőt, javítja kontrasztosságát felhelyezése egyszerű, és eltávolítása sem okoz gondot az érintőképernyő érzékenységét nem befolyásolja két különböző fólia egy csomagban CRYSTAL - tökéletesen átlátszó, kontrasztos, karcolásoknak ellenálló felület AntiReflex HD - átlátszó, tükröződésmentes megjelenés, karcolásoknak ellenálló felület Csomag tartalma: védőfólia típusra szabott: 1x Crystal, 1x AntiReflex HD (tökéletesen az adott képernyő alakjára szabott) törlőkendő, segédeszköz a felsimításhoz, lehúzók (ragasztócsíkok a leválasztandó réteg megfogásához), használati utasítás;http://tesztbolt.hu/HF-LA-576/Samsung-SM-G850-Galaxy-Alpha-kepernyovedo-folia-2
Tok Slim Flexi Flip bőrtok - Samsung SM-G357FZ Galaxy Ace 4 - piros;Tokok és táskák > Slim Flexi Flip > Samsung;36826;28997;6;990;;http://tesztbolt.hu/HF-PT-2112/Slim-Flexi-Flip-bortok-Samsung-SM-G357FZ-Galaxy-Ac
Tok Samsung i9500 Galaxy S4 szilikon hátlap - lila - S-Line;Telefon hátlapok > S-Line > Samsung;39902;31419;6;990;;http://tesztbolt.hu/HF-PT-900/Samsung-i9500-Galaxy-S4-szilikon-hatlap-lila-S-Lin
Samsung SM-G313 Galaxy Trend 2 gyári akkumulátor - Li-Ion 1500 mAh - EB-BG313BBE NFC (csomagolás nélküli);Gyári tartozékok > Akkumulátorok > Samsung;21160;16661;6;990;;http://tesztbolt.hu/HF-SAM-0692/Samsung-SM-G313-Galaxy-Trend-2-gyari-akkumulator-L
Tok Apple iPhone 6 Plus/6S Plus hátlap kristály díszitéssel - Vouni Crystal Sun Flower - silver;Telefon hátlapok > Apple;25996;20469;6;990;;http://tesztbolt.hu/HF-ST969356/Apple-iPhone-6-Plus-6S-Plus-hatlap-kristaly-diszit
Tok Apple iPhone 6/6S hátlap Swarovski kristály díszitéssel - Devia Crystal Garland - champagne gold;iPhone 3/4/5/6/7 tartozékok > Telefon hátlapok > iPhone 6/6S;1570;1236;6;990;;http://tesztbolt.hu/HF-ST976477/Apple-iPhone-6-6S-hatlap-Swarovski-kristaly-diszit
Tok Samsung i8190 Galaxy S III Mini hátlap - EFC-1M7BWEGSTD - white;Telefon hátlapok > Samsung;21088;16605;6;990;;http://tesztbolt.hu/HF-SAM-0402/Samsung-i8190-Galaxy-S-III-Mini-hatlap-EFC-1M7BWEG
Tok Lenovo Vibe X3 Lite/Vibe K4 Note hátlap képernyővédő fóliával - Nillkin Frosted Shield - fekete;Telefon hátlapok > Nillkin > Nillkin Frosted Shield > Lenovo/Moto;9149;7204;6;990;NILLKIN Super Frosted hátlap képernyővédő fóliával: A Nillkin Super Frosted elegáns megjelenésű hátlapok hatékony védelmet nyújtanak a mobiltelefonnak, aktív használat mellett is. A védelem kiegészítéseként Nillkin Super Clear képernyővédő fóliát is tartalmaz a csomagolás. A hátlap ultrakönnyű és precízen a telefon hátlapjára illeszkedik, így a készülék méretét és súlyát alig változtatja meg, de mindemellett a speciális ütéselnyelő anyagnak köszönhetően stabil védelmet is biztosít. A kényelmes, ujjlenyomat- és csúszásmentes tapintás érdekében speciális Nillkin UV festési technológiával készült. Minden gyárilag kialakított nyíláshoz (töltő, hangszóró stb. ) tökéletesen illeszkedik. Főbb jellemzők: - csúszásállóság - vékony kialakítás - ultra könnyű - precíz és stabil illeszkedés a telefonhoz - hatékony védelem - ujjlenyomat mentesség;http://tesztbolt.hu/HF-NL114739/Lenovo-Vibe-X3-Lite-Vibe-K4-Note-hatlap-kepernyove
Samsung i9500 Galaxy S4 gyári akkufedél - kék;Alkatrészek > Akkufedél > Samsung;7348;5786;6;990;;http://tesztbolt.hu/HF-SAM-0704/Samsung-i9500-Galaxy-S4-gyari-akkufedel-kek
Tok SLIGO flipes bőrtok - Samsung i8000 Omnia II - fekete;Tokok és táskák > Egyéb flippes tokok;23759;18708;6;990;;http://tesztbolt.hu/HF-EX-103/SLIGO-flipes-bortok-Samsung-i8000-Omnia-II-fekete
Tok Samsung i9190 Galaxy S4 Mini View Cover flipes hátlap on/off funkcióval - EF-CI919BPEGSTD utángyártott - pink;Tokok és táskák > S-View Flip Cover tokok > Samsung;35724;28129;6;990;;http://tesztbolt.hu/HF-DZ-388/Samsung-i9190-Galaxy-S4-Mini-View-Cover-flipes-hat
Tok Microsoft Lumia 550 S-View Flexi oldalra nyíló flipes tok - lila;Tokok és táskák > S-View Flexi > Microsoft;7664;6035;6;990;;http://tesztbolt.hu/HF-PT-2605/Microsoft-Lumia-550-S-View-Flexi-oldalra-nyilo-fli
Nokia 6101/N70/6300/6120 szivargyújtós töltő - 5V/0, 5A;Töltők > Szivargyújtós töltők > Nokia/Microsoft;17204;13546;6;990;12-24V kábelhossz: 50-140 cm CE és RoHs minősítés;http://tesztbolt.hu/HF-148-200/Nokia-6101-N70-6300-6120-szivargyujtos-tolto-5V-05
Tok Samsung i9500 Galaxy S4 hátlap - Case-Mate Barely There - electric orange;Telefon hátlapok > Samsung;9900;7795;6;990;;http://tesztbolt.hu/HF-CM027896/Samsung-i9500-Galaxy-S4-hatlap-Case-Mate-Barely-Th
Tok Apple iPhone 6/6S hátlap - Devia Chic - crystal clear;Telefon hátlapok > Devia > iPhone 6/6S;46001;36221;6;990;- Anyaga: PC - Szuper vékony és könnyű - Könnyen fel- és levehető - Minden gombhoz és csatlakozó nyíláshoz pontosan illeszkedik;http://tesztbolt.hu/HF-ST963828/Apple-iPhone-6-6S-hatlap-Devia-Chic-crystal-clear
Tok Apple iPhone 7 Plus hátlap - Devia iStand - blue;Telefon hátlapok > Devia > iPhone 7 Plus;19992;15742;6;990;;http://tesztbolt.hu/HF-ST994563/Apple-iPhone-7-Plus-hatlap-Devia-iStand-blue
Tok Slim Flexi Flip bőrtok - Apple iPhone 6 - lila;Tokok és táskák > Slim Flexi Flip > Apple;14530;11441;6;990;;http://tesztbolt.hu/HF-PT-2028/Slim-Flexi-Flip-bortok-Apple-iPhone-6-lila
Tok Samsung SM-G900 Galaxy S5 hátlap - Case-Mate Barely There - silver;Telefon hátlapok > Samsung;33095;26059;6;990;;http://tesztbolt.hu/HF-CM030903/Samsung-SM-G900-Galaxy-S5-hatlap-Case-Mate-Barely
Tok Huawei/Honor 8 Pro oldalra nyíló flipes tok - Nillkin Sparkle - gold;Tokok és táskák > Nillkin > Nillkin Sparkle > Huawei;1591;1253;6;990;A Sparkle tokok válogatott bőrből és környezetbarát műanyagból készültek. A vékony kagylóforma kialakítás és a finom anyagok kiváló látványt nyújtanak. A puha légáteresztő belső rész megvédi a kijelzőt. A hátoldal magas minőségű műanyagból készült ékszerek ihlette színekkel, lenyűgüző látványt nyújtva. Az egységes fedél és hátlap rendkívül tartós, ütésálló és egyszerűen gyönyörű.;http://tesztbolt.hu/HF-NL139275/Huawei-Honor-8-Pro-oldalra-nyilo-flipes-tok-Nillki
Samsung SM-G920 Galaxy S6 képernyővédő fólia - 1 db/csomag - Privacy;Képernyővédő fóliák és üvegek > Samsung;20086;15816;6;990;tökéletesen illeszkedik az adott képernyő alakjához védi a képernyőt a szennyeződésektől és a karcolásoktól felújítja a karcos képernyőt, javítja kontrasztosságát felhelyezése egyszerű, és eltávolítása sem okoz gondot tökéletesen bevált érintőképernyőkhöz Csomag tartalma: védőfólia típusra szabott: 1x Privacy (tökéletesen az adott képernyő alakjára szabott) törlőkendő, segédeszköz a felsimításhoz, lehúzók (ragasztócsíkok a leválasztandó réteg megfogásához), használati utasítás Betekintésvédő fólia Legyen szó készüléke képernyőjének védelméről, adatvédelemről vagy tükröződéscsökkentésről, az EazyGuard Privacy képernyőszűrői megoldást kínálnak Önnek. - Ha bizalmas adatokkal dolgozik vagy csak saját nyugalma érdekében nem szeretné, hogy minden arra járó belenézzen munkájába, próbálja ki betekintésvédelmi Privacy szűrőinket - Privacy fóliáink tükröződéscsökkentő tulajdonságával elkerülheti a szem idő előtti elfáradását - Védelmet nyújtanak érzékeny LCD képernyő felületi sérülései ellen - az EazyGuard által kifejlesztett speciális mikrolamellás technológia lehetővé teszi, hogy csak az a személy láthassa a képernyőn megjelenő adatokat, aki pontosan szemben ül a monitorral. A mikrolamellák alkalmazása mindkét oldalra 30 fokos láthatóságot eredményez, megtartva a kontrasztjavítást és a visszatükröződés csökkentéstét. Oldalról, 30 foknál nagyobb szögben nézve nem pusztán eltorzítja vagy homályosítja a képet, hanem teljesen sötét képernyőt mutat.;http://tesztbolt.hu/HF-LA-658/Samsung-SM-G920-Galaxy-S6-kepernyovedo-folia-1-db
Tok MAGNET SLIM univerzális tok - Samsung i9000 Galaxy S/i9070 Galaxy S Advance/Huawei Ascend G300 - fekete - 10. méret;Tokok és táskák > Magnet Slim tokok;43268;34069;6;990;;http://tesztbolt.hu/HF-DZ-051/MAGNET-SLIM-univerzalis-tok-Samsung-i9000-Galaxy-S
Tok LG H220 Joy S-View Flexi oldalra nyíló flipes tok - fehér;Tokok és táskák > S-View Flexi > LG;25820;20331;6;990;;http://tesztbolt.hu/HF-PT-2599/LG-H220-Joy-S-View-Flexi-oldalra-nyilo-flipes-tok
Tok Apple iPhone 5/5S/SE hátlap - white;Tokok és táskák > Pierre Cardin tokok > Hátlapok;17957;14139;6;990;Pierre Cardin;http://tesztbolt.hu/HF-BCTPU-WTIP5/Apple-iPhone-5-5S-SE-hatlap-white
