Name	Category	Price	NetPrice	DeliveryTime	DeliveryCost	Description	Url	ItemCode
Hartie copiator color Xerox Colotech SRA3 160g (003R95841)	Hartie si medii print > Hartie Colotech	38056	29965	6	FREE	"<ul> 	<li>Hartie super neteda, de un alb intens, necretata, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: SRA3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale</li> 	<li>Greutate: 160 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R95841</li> 	<li>Ambalare: Top 250 coli, 5 topuri/cutie</li> </ul> <p><strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,   <br></p> <p><strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.   </p>"	http://www.testshop.ro/Hartie-003R95841-Xerox-Colotech-SRA3-160g	10283
Hartie copiator color Xerox Colotech SRA3 200g (003R95842)	Hartie si medii print > Hartie Colotech	27111	21347	6	FREE	"<ul> 	<li>Hartie super neteda, de un alb intens, necretata, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: SRA3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale</li> 	<li>Greutate: 200 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R95842</li> 	<li>Ambalare: Top 250 coli, 4 topuri/cutie</li> </ul> <p><strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,   <br></p> <p><strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.   </p>"	http://www.testshop.ro/hartie-colotech-xerox-200g-sra3-003R95842	10265
Hartie copiator color Xerox Colotech SRA3 220g (003R95843)	Hartie si medii print > Hartie Colotech	14858	11699	6	FREE	"<ul> 	<li>Hartie super neteda, de un alb intens, necretata, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: SRA3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale</li> 	<li>Greutate: 220 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R95843</li> 	<li>Ambalare: Top 250 coli, 4 topuri/cutie</li> </ul> <p><strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,   <br></p> <p><strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.   </p>"	http://www.testshop.ro/hartie-colotech-003R95843-hartie-xerox-220g-sra3	10237
Hartie copiator color Xerox Colotech SRA3 250g (003R95844)	Hartie si medii print > Hartie Colotech	17077	13446	6	FREE	"<ul> 	<li>Hartie super neteda, de un alb intens, necretata, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: SRA3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale</li> 	<li>Greutate: 250 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R95842</li> 	<li>Ambalare: Top 125 coli, 6 topuri/cutie</li> </ul> <p><strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,   <br></p> <p><strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.   </p>"	http://www.testshop.ro/hartie-xerox-colotech-003R95844	10243
Hartie copiator color Xerox Colotech SRA3 280g (003R97099)	Hartie si medii print > Hartie Colotech	48636	38296	6	FREE	"<ul> 	<li>Hartie super neteda, de un alb intens, necretata, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: SRA3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale</li> 	<li>Greutate: 280 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R97099</li> 	<li>Ambalare: Top 150 coli, 5 topuri/cutie</li> </ul> <p><strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,   <br></p> <p><strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.   </p>"	http://www.testshop.ro/hartie-xerox-003R97099-colotech-280g-sra3	10564
Hartie copiator color Xerox Colotech SRA3 300g (003R97554)	Hartie si medii print > Hartie Colotech	9903	7798	6	FREE	"<ul> 	<li>Hartie super neteda, de un alb intens, necretata, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: SRA3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale</li> 	<li>Greutate: 300 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R97554</li> 	<li>Ambalare: Top 125 coli, 5 topuri/cutie</li> </ul> <p><strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,   <br></p> <p><strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.   </p>"	http://www.testshop.ro/hartie-colotech-003R97554-hartie-xerox	10752
Hartie copiator color Xerox Colotech SRA3 350g (003R98164)	Hartie si medii print > Hartie Colotech	12610	9929	6	FREE	"<ul> 	<li>Hartie super neteda, de un alb intens, necretata, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: SRA3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale</li> 	<li>Greutate: 300 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R98164</li> 	<li>Ambalare: Top 125 coli, 5 topuri/cutie</li> </ul> <p><strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,   <br></p> <p><strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.   </p>"	http://www.testshop.ro/hartie-colotech-003R98164-xerox	10787
Hartie copiator color Xerox Colotech SRA3 90g (003R95838)	Hartie si medii print > Hartie Colotech	15302	12049	6	FREE	"<ul> 	<li>Hartie super neteda, de un alb intens, necretata, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: SRA3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale</li> 	<li>Greutate: 90 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R95838</li> 	<li>Ambalare: Top 500 coli, 4 topuri/cutie</li> </ul> <p><strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,   <br></p> <p><strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.   </p>"	http://www.testshop.ro/hartie-Colotech-SRA3-90g-hartie-colotech-003R95838	10457
Hartie Xerox A3 Business (003R91821)	Hartie si medii print > Hartie si carton	1747	1376	6	FREE	"<ul> 	<li>Hartie de inalta performanta pentru uz zilnic. Recomandata pentru imprimarea de mare capacitate</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 297 x420 mm</li> 	<li>Culoare: albă</li> 	<li>Ambalaj: top (500 coli), cutie 5 topuri</li> 	<li>Tip: A3</li> 	<li>Greutate: 80 g/mp</li> </ul>"	http://www.testshop.ro/p-54-hartie-Xerox-a3-business-	10833
Hartie Xerox A3 Transit (003R97617)	Hartie si medii print > Hartie si carton	27053	21302	6	FREE	"<ul><li>Optiunea economica a gamei de hartie Xerox, recomandata pentru imprimarea alb negru standard a documentelor</li><li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li><li>Dimensiune: 297 x420 mm</li><li>Culoare: albă</li><li>Ambalaj: top (500 coli), cutie 5 topuri</li><li>Tip: A3</li><li>Greutate: 80 g/mp</li> 	</ul>"	http://www.testshop.ro/p-57-hartie-Xerox-a3-transit	10521
Hartie Xerox A4 Business (003R91820)	Hartie si medii print > Hartie si carton	24411	19221	6	FREE	"<p> 	 hartie business</p> <ul> 	<li>Hartie de inalta performanta pentru uz zilnic. Recomandata pentru imprimarea de mare capacitate</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: albă</li> 	<li>Ambalaj: top (500 coli), cutie 5 topuri</li> 	<li>Greutate: 80 g/mp</li> </ul>"	http://www.testshop.ro/p-49-hartie-Xerox-a4-business	10841
Hartie Xerox A4 Color Blue (003R93967)	Hartie si medii print > Hartie colorata	31860	25087	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Blue <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93967 <br></strong></li> 	<li>Culoare Blue</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp</li> 	<li>Vezi culorile>> </li> </ul> <p> 	   </p>"	http://www.testshop.ro/p-812-hartie-Xerox-a4-color-blue	10380
Hartie Xerox A4 Color Green (003R93965)	Hartie si medii print > Hartie colorata	28617	22533	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Green <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93965 <br></strong></li> 	<li>Culoare Green ( verde )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp</li> 	<li>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-813-hartie-Xerox-a4-color-green	10099
Hartie XEROX A4 COLOR, MIX INTENS, 5x100coli (003R97502)	Hartie si medii print > Hartie colorata	17247	13580	6	FREE	"<p> 	 </p><p><u>Hartie XEROX A4 COLOR, MIX INTENS, 5x100coli</u></p><p> <br>Hartie colorata recomandata pentru aplicatii ce implica arhivarea sau prioritizarea documentelor. </p><p>5 culori X 100 COLI, 80g/mp, 500 coli/top pentru imprimante laser/inkjet si copiatoare. </p><p>Vezi culorile>> </p>"	http://www.testshop.ro/p-974-hartie-XeroX-a4-color-miX-intens-5x100coli	10036
Hartie XEROX A4 COLOR, MIX INTERMEDIAR (003R97501)	Hartie si medii print > Hartie colorata	42977	33840	6	FREE	"<p> 	 </p><p><u><strong>Hartie XEROX A4 COLOR, MIX INTERMEDIAR</strong></u></p><p> <br>Hartie colorata recomandata pentru aplicatii ce implica arhivarea sau prioritizarea documentelor 5 culori X 100 COLI, 80g/mp, 500 coli/top pentru imprimante laser/inkjet si copiatoare</p><p>Vezi culorile>> </p>"	http://www.testshop.ro/p-975-hartie-XeroX-a4-color-miX-intermediar	10604
HARTIE XEROX A4 MIXTA PASTEL 5X100 (003R97500)	Hartie si medii print > Hartie colorata	15337	12076	6	FREE	"<p> 	<u>HARTIE XEROX A4 MIXTA PASTEL 5X100     </u></p> <p>gramaj: 80 g/mp <br>culoare: mix pastel (5 culori/top) <br>dimensiune: 210x297 mm <br>compatibilitate: imprimante laser/inkjet si copiatoare <br>mod de ambalare: top (5x100 coli) <br>aplicatii: rapoarte, manuale, documente diferentiate pe tipuri/perioade/departamente, mailing-uri, invitatii, chestionare, anunturi, unde variatia culorilor aduce un avantaj</p> <p>Vezi culorile>>  <br> 	 </p>"	http://www.testshop.ro/p-976-hartie-XeroX-a4-miXta-pastel-5X100---	10608
Hartie Xerox A4 Transit (003R94585)	Hartie si medii print > Hartie si carton	15620	12299	6	FREE	"<ul> 	<li>Optiunea economica a gamei de hartie Xerox, recomandata pentru imprimarea alb negru standard a documentelor</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: coli cu antet, scrisori, oferte, aplicaţii zilnice interne şi externe, trimise prin poşta sau fax</li> 	<li>Ambalaj: top (500 coli), cutie 5 topuri</li> 	<li>Tip: A4</li> 	<li>Greutate: 80 g/mp</li> </ul>"	http://www.testshop.ro/p-55-hartie-Xerox-a4-transit	10703
Hartie Xerox Color A4 Buttercup (003R93974)	Hartie si medii print > Hartie colorata	44634	35145	6	FREE	"<p> 	Compatibilitate: Imprimante laser/inkjet şi copiatoare</p> <p> 	Format A4 , dimensiune: 210 x297 mm</p> <p> 	Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</p> <p> 	Ambalaj: top (500 coli)</p> <p> 	Greutate: 80 g/mp</p> <p>Vezi culorile>> </p>"	http://www.testshop.ro/p-816-hartie-Xerox-color-a4-buttercup	10824
Hartie Xerox Color A4 Dark Blue (003R93959)	Hartie si medii print > Hartie colorata	17504	13783	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Dark Blue <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93959 <br></strong></li> 	<li>Culoare Dark Blue ( bleu inchis )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp</li> 	<li>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-827-hartie-Xerox-color-a4-dark-blue	10543
Hartie Xerox Color A4 Dark Green (003R93951)	Hartie si medii print > Hartie colorata	12656	9965	6	FREE	"<p> 	lorata Symphony Dark Green</p> <ul> 	<li><strong>Cod produs 003R93951 <br></strong></li> 	<li>Culoare Dark Green ( verde inchis )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp</li> 	<li>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-824-hartie-Xerox-color-a4-dark-green	10117
Hartie Xerox Color A4 Dark Red (003R93954)	Hartie si medii print > Hartie colorata	37147	29250	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Dark Red <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93954 <br></strong></li> 	<li>Culoare Dark Red ( rosu inchis )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp  <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-826-hartie-Xerox-color-a4-dark-red	10058
Hartie Xerox Color A4 Dark Yellow (003R93952)	Hartie si medii print > Hartie colorata	26476	20847	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Dark Yellow <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93952 <br></strong></li> 	<li>Culoare Dark Yellow ( galben inchis )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-825-hartie-Xerox-color-a4-dark-yellow	10873
Hartie Xerox Color A4 Grey (003R93963)	Hartie si medii print > Hartie colorata	6544	5153	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Grey <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93963 <br></strong></li> 	<li>Culoare Grey ( gri deschis )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-819-hartie-Xerox-color-a4-grey	10751
Hartie Xerox Color A4 Ivory (003R93964)	Hartie si medii print > Hartie colorata	2986	2351	6	FREE	"<p> 	dus 003R93964</p> <p> 	Culoare Ivory ( fildes )</p> <p> 	Compatibilitate: Imprimante laser/inkjet şi copiatoare</p> <p> 	Format A4 , dimensiune: 210 x297 mm</p> <p> 	Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</p> <p> 	Ambalaj: top (500 coli)</p> <p> 	Greutate: 80 g/mp  <br>Vezi culorile>> </p>"	http://www.testshop.ro/p-814-hartie-Xerox-color-a4-ivory-	10571
Hartie Xerox Color A4 Lilac (003R93969)	Hartie si medii print > Hartie colorata	39591	31174	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Lilac <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93969 <br></strong></li> 	<li>Culoare Lilac ( mov deschis )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-820-hartie-Xerox-color-a4-lilac	10465
Hartie Xerox Color A4 Mid Blue (003R93968)	Hartie si medii print > Hartie colorata	47325	37264	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Mid Blue <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93968 <br></strong></li> 	<li>Culoare Mid Blue ( bleu mediu )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-821-hartie-Xerox-color-a4-mid-blue	10695
Hartie Xerox Color A4 Mid Green (003R93966)	Hartie si medii print > Hartie colorata	43862	34537	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Mid Green <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93966 <br></strong></li> 	<li>Culoare Mid Green ( verde  mediu )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-822-hartie-Xerox-color-a4-mid-green	10774
Hartie Xerox Color A4 Orange (003R93953)	Hartie si medii print > Hartie colorata	6443	5073	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Orange <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93953 <br></strong></li> 	<li>Culoare Orange ( portocaliu )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-823-hartie-Xerox-color-a4-orange	10155
Hartie Xerox Color A4 Pink (003R93970)	Hartie si medii print > Hartie colorata	35185	27705	6	FREE	"<p> 	inkjet şi copiatoare</p> <p> 	Format A4 , dimensiune: 210 x297 mm</p> <p> 	Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</p> <p> 	Ambalaj: top (500 coli)</p> <p> 	Greutate: 80 g/mp <br>Vezi culorile>> </p>"	http://www.testshop.ro/p-815-hartie-Xerox-color-a4-pink	10594
Hartie Xerox Color A4 Salmon (003R93962)	Hartie si medii print > Hartie colorata	8417	6628	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Salmon <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93962 <br></strong></li> 	<li>Culoare Salmon</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-818-hartie-Xerox-color-a4-salmon	10018
Hartie Xerox Color A4 Yellow (003R93975)	Hartie si medii print > Hartie colorata	32375	25492	6	FREE	"<p> 	<strong>Hartie Xerox colorata Symphony Yellow <br> 	</strong></p> <ul> 	<li><strong>Cod produs 003R93975 <br></strong></li> 	<li>Culoare Yellow ( galben )</li> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Format A4 , dimensiune: 210 x297 mm</li> 	<li>Aplicaţii: rapoarte, manuale, documente diferentiate pe tipuri / perioade / departamente , mailing-uri, invitatii , chestionare , anunturi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (500 coli)</li> 	<li>Greutate: 80 g/mp <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-817-hartie-Xerox-color-a4-yellow	10061
Hartie Xerox Colotech lucios (gloss) A3 120g (003R90337)	Hartie si medii print > Hartie Colotech	17322	13639	6	FREE	"<ul> 	<li>Hartie super neteda, lucioasa, alba, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: A3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale, mape</li> 	<li>Greutate: 120 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R90337</li> 	<li>Ambalare: Top 500 coli, 3 topuri/cutie</li> </ul> <p> 	<strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,  </p> <p> 	<strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.  </p>"	http://www.testshop.ro/hartie-lucioasa-xerox-a3-120g-xerox-3r90337	10624
Hartie Xerox Colotech lucios (gloss) A3 140g (003R90340)	Hartie si medii print > Hartie Colotech	22322	17576	6	FREE	"<ul> 	<li>Hartie super neteda, lucioasa, alba, perfecta pentru imprimarea color in echipamente digitale (recomandata pentru redarea culorilor stralucitoare si de contrast)</li> 	<li>Compatibilitate: Imprimante laser color şi copiatoare color</li> 	<li>Dimensiune: A3</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: este ideala pentru tiparirea policroma profesionala, pentru realizarea de ilustratii. Recomandata pentru broşuri, cataloage, fluturaşi, invitatii, buletine de informare, lucrari de diploma, prospecte, chestionare, manuale, materiale de curs, jurnale, mape</li> 	<li>Greutate: 140 g/mp</li> 	<li>Producator: XEROX</li> 	<li>Cod: 003R90340</li> 	<li>Ambalare: Top 400 coli, 3 topuri/cutie</li> </ul> <p> 	<strong>TRANSPORT COMENZI CU GREUTATE MARE</strong>: Costul de transport pentru comenzile cu greutate mai mare de 10 kg va fi recalculat de un operator,  </p> <p> 	<strong>IMAGINILE</strong>: Pozele afisate pe site au caracter informativ.  </p>"	http://www.testshop.ro/hartie-colotech-gloss-xerox-3r90340-hartie-xerox-lucioasa	10560
